# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cpu-clock'
# Event count (approx.): 596077250000
#
# Overhead  Command          Shared Object       Symbol                                                
# ........  ...............  ..................  ......................................................
#
     0.00%  2_scheduler      beam.smp            [.] pthread_mutex_unlock@plt
     0.00%  2_scheduler      libpthread-2.17.so  [.] _L_lock_883
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_commit_charge
     0.00%  5_scheduler      libpthread-2.17.so  [.] _L_lock_883
     0.00%  6_scheduler      beam.smp            [.] set_aux_work_flags_wakeup_nob
     0.00%  7_scheduler      libpthread-2.17.so  [.] _L_lock_883
     0.00%  8_scheduler      [kernel.kallsyms]   [k] fput_many
     0.00%  1_scheduler      [kernel.kallsyms]   [k] hrtimer_init
     0.00%  2_scheduler      [kernel.kallsyms]   [k] pvclock_clocksource_read
     0.00%  3_scheduler      [kernel.kallsyms]   [k] ep_send_events_proc
     0.00%  3_scheduler      beam.smp            [.] erts_proc_sig_queue_maybe_install_buffers
     0.00%  3_scheduler      beam.smp            [.] pthread_mutex_unlock@plt
     0.00%  4_scheduler      libc-2.17.so        [.] __libc_disable_asynccancel
     0.00%  6_scheduler      [kernel.kallsyms]   [k] find_vma
     0.00%  6_scheduler      beam.smp            [.] handle_aux_work.constprop.97
     0.00%  7_scheduler      beam.smp            [.] set_aux_work_flags_wakeup_nob
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __unqueue_futex
     0.00%  1_scheduler      beam.smp            [.] erts_copy_one_frag
     0.00%  4_scheduler      libc-2.17.so        [.] __libc_enable_asynccancel
     0.00%  5_scheduler      beam.smp            [.] set_aux_work_flags_wakeup_nob
     0.00%  6_scheduler      beam.smp            [.] erts_copy_one_frag
     0.00%  7_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page
     0.00%  7_scheduler      beam.smp            [.] find_next_timeout
     0.00%  8_scheduler      [kernel.kallsyms]   [k] static_key_enabled
     0.00%  8_scheduler      libc-2.17.so        [.] __libc_disable_asynccancel
     0.00%  1_scheduler      beam.smp            [.] aoff_largest_fblk_in_mbc
     0.00%  1_scheduler      libpthread-2.17.so  [.] 0x000000000000e75d
     0.00%  3_scheduler      beam.smp            [.] erts_proc_sig_move_msgs_to_heap
     0.00%  3_scheduler      libpthread-2.17.so  [.] _L_lock_883
     0.00%  5_scheduler      [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  5_scheduler      beam.smp            [.] handle_aux_work.constprop.97
     0.00%  5_scheduler      beam.smp            [.] handle_delayed_dealloc_thr_prgr.isra.37
     0.00%  5_scheduler      beam.smp            [.] pthread_mutex_unlock@plt
     0.00%  6_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page
     0.00%  8_scheduler      [kernel.kallsyms]   [k] ep_send_events_proc
     0.00%  8_scheduler      [kernel.kallsyms]   [k] pvclock_clocksource_read
     0.00%  1_scheduler      beam.smp            [.] set_aux_work_flags_wakeup_nob
     0.00%  2_scheduler      [kernel.kallsyms]   [k] ep_send_events_proc
     0.00%  2_scheduler      [kernel.kallsyms]   [k] futex_wait_queue_me
     0.00%  3_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page
     0.00%  3_scheduler      beam.smp            [.] aoff_largest_fblk_in_mbc
     0.00%  3_scheduler      libc-2.17.so        [.] __libc_disable_asynccancel
     0.00%  5_scheduler      [kernel.kallsyms]   [k] find_vma
     0.00%  5_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page
     0.00%  5_scheduler      [kernel.kallsyms]   [k] static_key_enabled
     0.00%  5_scheduler      libc-2.17.so        [.] __libc_enable_asynccancel
     0.00%  5_scheduler      libpthread-2.17.so  [.] 0x000000000000e75d
     0.00%  6_scheduler      beam.smp            [.] aoff_largest_fblk_in_mbc
     0.00%  7_scheduler      [kernel.kallsyms]   [k] find_vma
     0.00%  7_scheduler      [kernel.kallsyms]   [k] pvclock_clocksource_read
     0.00%  8_scheduler      [kernel.kallsyms]   [k] run_timer_softirq
     0.00%  8_scheduler      beam.smp            [.] aoff_largest_fblk_in_mbc
     0.00%  8_scheduler      beam.smp            [.] ethr_atomic32_read
     0.00%  8_scheduler      beam.smp            [.] set_aux_work_flags_wakeup_nob
     0.00%  1_scheduler      [kernel.kallsyms]   [k] pvclock_clocksource_read
     0.00%  2_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page
     0.00%  4_scheduler      beam.smp            [.] erts_proc_sig_queue_maybe_install_buffers
     0.00%  6_scheduler      beam.smp            [.] ethr_atomic32_read
     0.00%  8_scheduler      beam.smp            [.] pthread_mutex_unlock@plt
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_commit_charge
     0.00%  2_scheduler      [kernel.kallsyms]   [k] handle_mm_fault
     0.00%  2_scheduler      [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __virt_addr_valid
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __virt_addr_valid
     0.00%  4_scheduler      [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __virt_addr_valid
     0.00%  5_scheduler      [kernel.kallsyms]   [k] ep_send_events_proc
     0.00%  6_scheduler      [kernel.kallsyms]   [k] ep_send_events_proc
     0.00%  6_scheduler      [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  6_scheduler      libpthread-2.17.so  [.] _L_lock_883
     0.00%  8_scheduler      beam.smp            [.] erts_proc_sig_queue_maybe_install_buffers
     0.00%  8_scheduler      libpthread-2.17.so  [.] _L_lock_883
     0.00%  1_scheduler      libpthread-2.17.so  [.] _L_lock_883
     0.00%  1_scheduler      perf-16408.map      [.] $processTest:handle_info/2-CodeInfoPrologue
     0.00%  2_scheduler      [kernel.kallsyms]   [k] kvm_clock_get_cycles
     0.00%  3_scheduler      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  4_scheduler      beam.smp            [.] aoff_largest_fblk_in_mbc
     0.00%  4_scheduler      beam.smp            [.] erts_copy_one_frag
     0.00%  5_scheduler      [kernel.kallsyms]   [k] handle_mm_fault
     0.00%  5_scheduler      [kernel.kallsyms]   [k] hrtimer_init
     0.00%  7_scheduler      [kernel.kallsyms]   [k] kvm_clock_get_cycles
     0.00%  2_scheduler      [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  3_scheduler      [kernel.kallsyms]   [k] pvclock_clocksource_read
     0.00%  3_scheduler      beam.smp            [.] set_aux_work_flags_wakeup_nob
     0.00%  4_scheduler      [kernel.kallsyms]   [k] static_key_enabled
     0.00%  4_scheduler      libpthread-2.17.so  [.] _L_lock_883
     0.00%  5_scheduler      [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  6_scheduler      beam.smp            [.] erts_poll_interrupt
     0.00%  6_scheduler      libc-2.17.so        [.] __libc_disable_asynccancel
     0.00%  7_scheduler      [kernel.kallsyms]   [k] static_key_enabled
     0.00%  7_scheduler      beam.smp            [.] ethr_atomic32_read
     0.00%  2_scheduler      beam.smp            [.] aoff_largest_fblk_in_mbc
     0.00%  2_scheduler      beam.smp            [.] wake_scheduler_on_empty_runq
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_commit_charge
     0.00%  3_scheduler      [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  3_scheduler      beam.smp            [.] wake_scheduler_on_empty_runq
     0.00%  4_scheduler      [kernel.kallsyms]   [k] down_read_trylock
     0.00%  5_scheduler      beam.smp            [.] erts_cleanup_offheap_list
     0.00%  6_scheduler      beam.smp            [.] erts_cleanup_offheap_list
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __unqueue_futex
     0.00%  7_scheduler      [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  7_scheduler      beam.smp            [.] erts_proc_sig_queue_maybe_install_buffers
     0.00%  8_scheduler      beam.smp            [.] erts_proc_sig_move_msgs_to_heap
     0.00%  1_scheduler      beam.smp            [.] erts_proc_sig_move_msgs_to_heap
     0.00%  2_scheduler      [kernel.kallsyms]   [k] hrtimer_init
     0.00%  3_scheduler      [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  3_scheduler      [kernel.kallsyms]   [k] mutex_lock
     0.00%  3_scheduler      beam.smp            [.] erts_copy_one_frag
     0.00%  4_scheduler      beam.smp            [.] set_aux_work_flags_wakeup_nob
     0.00%  4_scheduler      beam.smp            [.] wake_scheduler_on_empty_runq
     0.00%  5_scheduler      [kernel.kallsyms]   [k] kvm_clock_get_cycles
     0.00%  5_scheduler      beam.smp            [.] erts_copy_one_frag
     0.00%  5_scheduler      beam.smp            [.] erts_proc_sig_queue_maybe_install_buffers
     0.00%  6_scheduler      beam.smp            [.] wake_scheduler_on_empty_runq
     0.00%  7_scheduler      [kernel.kallsyms]   [k] ep_poll
     0.00%  8_scheduler      [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  8_scheduler      beam.smp            [.] erts_copy_one_frag
     0.00%  1_scheduler      [kernel.kallsyms]   [k] ep_poll
     0.00%  1_scheduler      beam.smp            [.] erts_proc_sig_queue_maybe_install_buffers
     0.00%  2_scheduler      [kernel.kallsyms]   [k] static_key_enabled
     0.00%  3_scheduler      [kernel.kallsyms]   [k] kvm_clock_get_cycles
     0.00%  4_scheduler      [kernel.kallsyms]   [k] pvclock_clocksource_read
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_count_vm_event
     0.00%  5_scheduler      beam.smp            [.] aoff_largest_fblk_in_mbc
     0.00%  5_scheduler      beam.smp            [.] erts_poll_interrupt
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_count_vm_event
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __virt_addr_valid
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_commit_charge
     0.00%  1_scheduler      [kernel.kallsyms]   [k] _cond_resched
     0.00%  2_scheduler      beam.smp            [.] erts_proc_sig_queue_maybe_install_buffers
     0.00%  2_scheduler      libc-2.17.so        [.] 0x00000000000ff0e7
     0.00%  3_scheduler      [kernel.kallsyms]   [k] hrtimer_init
     0.00%  3_scheduler      beam.smp            [.] erts_poll_interrupt
     0.00%  4_scheduler      [kernel.kallsyms]   [k] ep_poll
     0.00%  4_scheduler      beam.smp            [.] erts_poll_interrupt
     0.00%  5_scheduler      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  6_scheduler      [kernel.kallsyms]   [k] ep_poll
     0.00%  6_scheduler      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  8_scheduler      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  1_scheduler      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  1_scheduler      [kernel.kallsyms]   [k] kvm_clock_get_cycles
     0.00%  2_scheduler      beam.smp            [.] erts_poll_interrupt
     0.00%  2_scheduler      libpthread-2.17.so  [.] 0x000000000000e6fd
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __x86_return_thunk
     0.00%  3_scheduler      [kernel.kallsyms]   [k] ktime_get
     0.00%  4_scheduler      [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  4_scheduler      libpthread-2.17.so  [.] 0x000000000000e6fd
     0.00%  5_scheduler      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_uncharge_common
     0.00%  6_scheduler      [kernel.kallsyms]   [k] hrtimer_init
     0.00%  6_scheduler      [kernel.kallsyms]   [k] sys_timerfd_settime
     0.00%  6_scheduler      libpthread-2.17.so  [.] 0x000000000000e6fd
     0.00%  7_scheduler      beam.smp            [.] erts_proc_sig_move_msgs_to_heap
     0.00%  8_scheduler      [kernel.kallsyms]   [k] hrtimer_init
     0.00%  1_scheduler      [kernel.kallsyms]   [k] mutex_lock
     0.00%  1_scheduler      beam.smp            [.] erts_poll_interrupt
     0.00%  2_scheduler      [kernel.kallsyms]   [k] _cond_resched
     0.00%  2_scheduler      [kernel.kallsyms]   [k] drop_futex_key_refs.isra.13
     0.00%  2_scheduler      beam.smp            [.] erts_proc_sig_move_msgs_to_heap
     0.00%  2_scheduler      beam.smp            [.] set_aux_work_flags_wakeup_nob
     0.00%  3_scheduler      perf-16408.map      [.] $processTest:handle_info/2-CodeInfoPrologue
     0.00%  4_scheduler      beam.smp            [.] erts_cleanup_offheap_list
     0.00%  4_scheduler      perf-16408.map      [.] $processTest:handle_info/2-CodeInfoPrologue
     0.00%  6_scheduler      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  6_scheduler      [kernel.kallsyms]   [k] kvm_clock_get_cycles
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_count_vm_event
     0.00%  7_scheduler      [kernel.kallsyms]   [k] security_file_permission
     0.00%  7_scheduler      libpthread-2.17.so  [.] 0x000000000000e6fd
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_uncharge_common
     0.00%  8_scheduler      [kernel.kallsyms]   [k] down_read_trylock
     0.00%  8_scheduler      beam.smp            [.] wake_scheduler_on_empty_runq
     0.00%  8_scheduler      libc-2.17.so        [.] 0x00000000000ff0e7
     0.00%  1_scheduler      [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  1_scheduler      [kernel.kallsyms]   [k] wake_q_add
     0.00%  1_scheduler      beam.smp            [.] ethr_atomic32_read
     0.00%  1_scheduler      beam.smp            [.] wake_scheduler_on_empty_runq
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __virt_addr_valid
     0.00%  2_scheduler      [kernel.kallsyms]   [k] mutex_lock
     0.00%  2_scheduler      [kernel.kallsyms]   [k] run_timer_softirq
     0.00%  2_scheduler      beam.smp            [.] erts_cleanup_offheap_list
     0.00%  2_scheduler      beam.smp            [.] scheduler_gc_proc
     0.00%  3_scheduler      [kernel.kallsyms]   [k] static_key_enabled
     0.00%  3_scheduler      beam.smp            [.] scheduler_gc_proc
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __x86_return_thunk
     0.00%  4_scheduler      [kernel.kallsyms]   [k] kvm_clock_get_cycles
     0.00%  4_scheduler      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  5_scheduler      [kernel.kallsyms]   [k] ep_poll
     0.00%  5_scheduler      beam.smp            [.] erts_proc_sig_move_msgs_to_heap
     0.00%  6_scheduler      [kernel.kallsyms]   [k] down_read_trylock
     0.00%  6_scheduler      [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  6_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/3-CodeInfoPrologue
     0.00%  7_scheduler      libc-2.17.so        [.] __memmove_ssse3_back
     0.00%  8_scheduler      [kernel.kallsyms]   [k] ep_poll
     0.00%  1_scheduler      beam.smp            [.] erts_cleanup_offheap_list
     0.00%  1_scheduler      libc-2.17.so        [.] 0x00000000000ff0e7
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_uncharge_common
     0.00%  2_scheduler      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  2_scheduler      [kernel.kallsyms]   [k] ep_poll
     0.00%  2_scheduler      [kernel.kallsyms]   [k] ktime_get
     0.00%  2_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/3-CodeInfoPrologue
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_count_vm_event
     0.00%  3_scheduler      [kernel.kallsyms]   [k] ep_poll
     0.00%  3_scheduler      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_count_vm_event
     0.00%  4_scheduler      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  4_scheduler      [kernel.kallsyms]   [k] hrtimer_init
     0.00%  4_scheduler      [kernel.kallsyms]   [k] run_timer_softirq
     0.00%  4_scheduler      beam.smp            [.] scheduler_gc_proc
     0.00%  5_scheduler      [kernel.kallsyms]   [k] down_read_trylock
     0.00%  5_scheduler      [kernel.kallsyms]   [k] drop_futex_key_refs.isra.13
     0.00%  5_scheduler      beam.smp            [.] copy_out_registers
     0.00%  5_scheduler      libpthread-2.17.so  [.] 0x000000000000e6fd
     0.00%  5_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/3-CodeInfoPrologue
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __x86_return_thunk
     0.00%  6_scheduler      beam.smp            [.] __errno_location@plt
     0.00%  6_scheduler      perf-16408.map      [.] $gen_server:loop/7-CodeInfoPrologue
     0.00%  6_scheduler      perf-16408.map      [.] $processTest:handle_info/2-CodeInfoPrologue
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_uncharge_common
     0.00%  7_scheduler      [kernel.kallsyms]   [k] hrtimer_init
     0.00%  7_scheduler      [kernel.kallsyms]   [k] sys_timerfd_settime
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_count_vm_event
     0.00%  8_scheduler      [kernel.kallsyms]   [k] _cond_resched
     0.00%  8_scheduler      [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  8_scheduler      beam.smp            [.] resize_new_heap
     0.00%  8_scheduler      libpthread-2.17.so  [.] 0x000000000000e6fd
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_uncharge_common
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __x86_return_thunk
     0.00%  1_scheduler      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  1_scheduler      libc-2.17.so        [.] __memmove_ssse3_back
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __x86_return_thunk
     0.00%  2_scheduler      beam.smp            [.] offset_stack
     0.00%  3_scheduler      [kernel.kallsyms]   [k] _cond_resched
     0.00%  3_scheduler      [kernel.kallsyms]   [k] down_read_trylock
     0.00%  4_scheduler      beam.smp            [.] erts_proc_sig_move_msgs_to_heap
     0.00%  5_scheduler      beam.smp            [.] ethr_atomic32_cmpxchg
     0.00%  6_scheduler      [kernel.kallsyms]   [k] drop_futex_key_refs.isra.13
     0.00%  6_scheduler      libc-2.17.so        [.] 0x00000000000ff0e7
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __list_add
     0.00%  8_scheduler      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  8_scheduler      beam.smp            [.] erts_poll_interrupt
     0.00%  8_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/3-CodeInfoPrologue
     0.00%  1_scheduler      [kernel.kallsyms]   [k] drop_futex_key_refs.isra.13
     0.00%  1_scheduler      beam.smp            [.] scheduler_gc_proc
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  3_scheduler      [kernel.kallsyms]   [k] drop_futex_key_refs.isra.13
     0.00%  3_scheduler      libpthread-2.17.so  [.] 0x000000000000e6fd
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  4_scheduler      [kernel.kallsyms]   [k] rcu_note_context_switch
     0.00%  4_scheduler      perf-16408.map      [.] $gen_server:handle_common_reply/8-CodeInfoPrologue
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_uncharge_common
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __x86_return_thunk
     0.00%  5_scheduler      beam.smp            [.] cpool_insert
     0.00%  5_scheduler      beam.smp            [.] erts_sspa_remote_free
     0.00%  6_dirty_io_sche  [kernel.kallsyms]   [k] free_hot_cold_page
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __virt_addr_valid
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __x86_return_thunk
     0.00%  7_scheduler      [kernel.kallsyms]   [k] drop_futex_key_refs.isra.13
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  1_scheduler      [kernel.kallsyms]   [k] down_read_trylock
     0.00%  1_scheduler      [kernel.kallsyms]   [k] ktime_add_safe
     0.00%  1_scheduler      [kernel.kallsyms]   [k] ktime_get
     0.00%  1_scheduler      libpthread-2.17.so  [.] 0x000000000000e6fd
     0.00%  2_scheduler      [kernel.kallsyms]   [k] clear_huge_page
     0.00%  2_scheduler      [kernel.kallsyms]   [k] do_sync_read
     0.00%  2_scheduler      perf-16408.map      [.] $processTest:handle_info/2-CodeInfoPrologue
     0.00%  3_scheduler      [kernel.kallsyms]   [k] fsnotify
     0.00%  3_scheduler      libc-2.17.so        [.] __memmove_ssse3_back
     0.00%  4_scheduler      beam.smp            [.] do_erts_alcu_realloc.constprop.35
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __fdget
     0.00%  5_scheduler      [kernel.kallsyms]   [k] ktime_get
     0.00%  5_scheduler      [kernel.kallsyms]   [k] schedule
     0.00%  5_scheduler      [kernel.kallsyms]   [k] sys_read
     0.00%  5_scheduler      beam.smp            [.] scheduler_gc_proc
     0.00%  5_scheduler      perf-16408.map      [.] $gen_server:handle_common_reply/8-CodeInfoPrologue
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  6_scheduler      [kernel.kallsyms]   [k] _cond_resched
     0.00%  6_scheduler      [kernel.kallsyms]   [k] mutex_lock
     0.00%  6_scheduler      [kernel.kallsyms]   [k] pipe_read
     0.00%  6_scheduler      [kernel.kallsyms]   [k] run_timer_softirq
     0.00%  6_scheduler      beam.smp            [.] bif_timer_pre_free
     0.00%  7_scheduler      [kernel.kallsyms]   [k] down_read_trylock
     0.00%  7_scheduler      [kernel.kallsyms]   [k] rcu_note_context_switch
     0.00%  7_scheduler      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  7_scheduler      beam.smp            [.] erts_sspa_remote_free
     0.00%  7_scheduler      beam.smp            [.] ethr_atomic32_cmpxchg
     0.00%  7_scheduler      beam.smp            [.] wake_scheduler_on_empty_runq
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __x86_return_thunk
     0.00%  8_scheduler      [kernel.kallsyms]   [k] mutex_lock
     0.00%  8_scheduler      [kernel.kallsyms]   [k] schedule
     0.00%  8_scheduler      perf-16408.map      [.] $processTest:handle_info/2-CodeInfoPrologue
     0.00%  1_scheduler      [kernel.kallsyms]   [k] clear_huge_page
     0.00%  1_scheduler      [kernel.kallsyms]   [k] security_file_permission
     0.00%  1_scheduler      beam.smp            [.] copy_out_registers
     0.00%  1_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/3-CodeInfoPrologue
     0.00%  2_scheduler      [kernel.kallsyms]   [k] down_read_trylock
     0.00%  2_scheduler      [kernel.kallsyms]   [k] pipe_read
     0.00%  2_scheduler      beam.smp            [.] bif_timer_pre_free
     0.00%  2_scheduler      beam.smp            [.] erts_check_next_timeout_time
     0.00%  2_scheduler      libc-2.17.so        [.] __memmove_ssse3_back
     0.00%  3_scheduler      [kernel.kallsyms]   [k] clear_huge_page
     0.00%  3_scheduler      [kernel.kallsyms]   [k] sys_timerfd_settime
     0.00%  3_scheduler      beam.smp            [.] ethr_atomic32_cmpxchg
     0.00%  3_scheduler      beam.smp            [.] resize_new_heap
     0.00%  3_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/3-CodeInfoPrologue
     0.00%  4_scheduler      [kernel.kallsyms]   [k] _cond_resched
     0.00%  4_scheduler      [kernel.kallsyms]   [k] mutex_lock
     0.00%  4_scheduler      [kernel.kallsyms]   [k] wake_q_add
     0.00%  4_scheduler      beam.smp            [.] resize_new_heap
     0.00%  4_scheduler      libc-2.17.so        [.] 0x00000000000ff0e7
     0.00%  4_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/3-CodeInfoPrologue
     0.00%  5_scheduler      [kernel.kallsyms]   [k] security_file_permission
     0.00%  5_scheduler      beam.smp            [.] wake_scheduler_on_empty_runq
     0.00%  5_scheduler      libc-2.17.so        [.] __memmove_ssse3_back
     0.00%  5_scheduler      libc-2.17.so        [.] 0x00000000000ff0e7
     0.00%  6_scheduler      [kernel.kallsyms]   [k] ktime_get
     0.00%  6_scheduler      beam.smp            [.] erts_proc_sig_move_msgs_to_heap
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __x2apic_send_IPI_mask
     0.00%  7_scheduler      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  7_scheduler      [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  7_scheduler      [kernel.kallsyms]   [k] schedule
     0.00%  7_scheduler      [kernel.kallsyms]   [k] wake_q_add
     0.00%  7_scheduler      beam.smp            [.] copy_out_registers
     0.00%  7_scheduler      beam.smp            [.] erts_check_next_timeout_time
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __fdget
     0.00%  8_scheduler      [kernel.kallsyms]   [k] hrtimer_active
     0.00%  8_scheduler      [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  8_scheduler      [kernel.kallsyms]   [k] kvm_clock_get_cycles
     0.00%  8_scheduler      beam.smp            [.] bif_timer_pre_free
     0.00%  1_scheduler      [kernel.kallsyms]   [k] hrtimer_active
     0.00%  1_scheduler      [kernel.kallsyms]   [k] sys_timerfd_settime
     0.00%  1_scheduler      beam.smp            [.] bif_timer_pre_free
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __fdget
     0.00%  2_scheduler      [kernel.kallsyms]   [k] _copy_from_user
     0.00%  2_scheduler      [kernel.kallsyms]   [k] mutex_unlock
     0.00%  2_scheduler      [kernel.kallsyms]   [k] sys_timerfd_settime
     0.00%  2_scheduler      beam.smp            [.] __errno_location@plt
     0.00%  3_scheduler      [kernel.kallsyms]   [k] pipe_read
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __list_add
     0.00%  4_scheduler      [kernel.kallsyms]   [k] ep_scan_ready_list.isra.7
     0.00%  4_scheduler      [kernel.kallsyms]   [k] lock_hrtimer_base.isra.20
     0.00%  4_scheduler      beam.smp            [.] erts_check_next_timeout_time
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  5_scheduler      beam.smp            [.] offset_stack
     0.00%  5_scheduler      beam.smp            [.] realloc_thr_pref
     0.00%  6_scheduler      [kernel.kallsyms]   [k] clear_huge_page
     0.00%  6_scheduler      [kernel.kallsyms]   [k] timerfd_poll
     0.00%  6_scheduler      beam.smp            [.] erts_check_next_timeout_time
     0.00%  7_scheduler      [kernel.kallsyms]   [k] _cond_resched
     0.00%  7_scheduler      [kernel.kallsyms]   [k] next_zones_zonelist
     0.00%  7_scheduler      beam.smp            [.] erts_cleanup_offheap_list
     0.00%  7_scheduler      libc-2.17.so        [.] 0x00000000000ff0e7
     0.00%  8_scheduler      [kernel.kallsyms]   [k] drop_futex_key_refs.isra.13
     0.00%  8_scheduler      [kernel.kallsyms]   [k] hrtimer_start_range_ns
     0.00%  8_scheduler      [kernel.kallsyms]   [k] ktime_get
     0.00%  8_scheduler      [kernel.kallsyms]   [k] plist_add
     0.00%  8_scheduler      [kernel.kallsyms]   [k] wake_q_add
     0.00%  8_scheduler      beam.smp            [.] erts_cleanup_offheap_list
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __fdget
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __smp_mb__after_atomic
     0.00%  1_scheduler      [kernel.kallsyms]   [k] hrtimer_start_range_ns
     0.00%  1_scheduler      [kernel.kallsyms]   [k] run_timer_softirq
     0.00%  1_scheduler      [kernel.kallsyms]   [k] schedule
     0.00%  1_scheduler      beam.smp            [.] do_erts_alcu_realloc.constprop.35
     0.00%  1_scheduler      beam.smp            [.] ethr_leave_ts_event
